id ra dec z_gsf z err_l_z err_u_z flux_f444w fluxerr_f444w logMstel err_l_logMstel err_u_logMstel logSFRUV err_l_logSFRUV err_u_logSFRUV beta err_l_beta err_u_beta Muv err_l_Muv err_u_Muv logT err_l_logT err_u_logT logZ err_l_logZ err_u_logZ Av err_l_Av err_u_Av sn_uv sn_det mgf err_l_mgf err_u_mgf logre_kpc err_l_logre_kpc err_u_logre_kpc n err_l_n err_u_n q err_l_q err_u_q chi2 no-data-sed scale_flux err_scale_flux_l err_scale_flux_u flag_gf flag_zspec flag_keydrop flag_unresolved flag_bd chi2nu_eazy chi2nu_spex keydrop
primernircam-43150 34.323875 -5.2904172 7.52 7.516 0.32 0.476 135.619 16.586 9.324 0.09 0.09 1.144 0.03 0.06 -2.34 0.13 0.16 -21.224 0.09 0.08 -1.0 0.26 0.14 -0.85 0.6 0.55 0.13 0.13 0.35 11.209 21.539 26.151 0.036 0.036 -0.036 0.061 0.061 1.0 0.0 0.0 0.497 0.024 0.024 0.038 7 0.86 0.028 0.029 0 0 1 0 0 3.511 10.094 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-43160 34.263737 -5.2909522 7.31 7.311 0.104 0.095 96.697 7.867 8.382 0.17 0.22 0.982 0.02 0.07 -2.31 0.14 0.14 -20.09 0.08 0.07 -2.27 0.35 0.87 -0.44 0.47 0.27 0.48 0.16 0.17 11.614 23.951 26.588 0.025 0.025 -0.737 0.027 0.027 1.0 0.0 0.0 0.573 0.073 0.073 0.073 7 1.181 0.027 0.028 0 0 1 0 0 2.925 13.673 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-43179 34.323917 -5.2903838 7.36 7.362 0.226 0.461 109.013 11.564 8.605 0.14 0.16 0.775 0.03 0.14 -2.22 0.11 0.14 -20.982 0.09 0.08 -1.59 0.38 0.29 -0.85 0.73 0.63 0.38 0.36 0.36 9.664 19.855 27.04 0.044 0.044 -0.269 0.034 0.034 1.0 0.0 0.0 0.405 0.042 0.042 0.044 7 0.624 0.025 0.026 0 0 1 0 0 2.739 6.304 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-49663 34.399944 -5.2839613 7.29 7.285 0.081 0.073 312.208 12.912 8.565 0.17 0.14 1.295 0.02 0.07 -2.28 0.1 0.11 -21.432 0.06 0.07 -2.39 0.28 0.61 -0.29 0.18 0.19 0.45 0.16 0.13 12.065 42.135 25.854 0.019 0.019 -0.242 0.05 0.05 1.0 0.0 0.0 0.413 0.017 0.017 0.052 7 0.902 0.016 0.016 0 0 1 0 0 2.426 21.574 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-66080 34.280521 -5.2683573 7.33 7.326 0.092 0.072 131.105 11.768 8.02 0.22 0.3 0.9 0.02 0.03 -2.55 0.1 0.14 -20.3 0.07 0.08 -2.46 0.56 1.04 -0.39 0.34 0.23 0.07 0.07 0.19 10.092 22.564 26.719 0.044 0.044 -0.338 0.027 0.027 1.633 0.334 0.334 0.331 0.038 0.038 0.125 7 1.0 1.0 1.0 1 0 1 0 0 0.654 25.791 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-69092 34.275448 -5.26442 8.32 8.323 0.261 0.263 86.155 13.928 9.433 0.07 0.07 1.233 0.02 0.11 -2.26 0.11 0.15 -20.413 0.06 0.06 -0.99 0.31 0.15 -1.65 0.23 0.39 0.01 0.01 0.11 14.825 21.902 26.103 0.039 0.039 -0.017 0.024 0.024 1.0 0.0 0.0 0.462 0.025 0.025 0.309 7 1.389 0.049 0.051 0 0 1 0 0 5.618 12.782 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-69462 34.30558 -5.2638092 7.23 7.234 0.093 0.092 337.766 15.518 9.193 0.12 0.13 1.583 0.17 0.16 -1.72 0.18 0.16 -20.798 0.08 0.09 -2.02 0.44 0.58 -0.51 0.73 0.37 1.07 0.31 0.15 11.045 37.282 25.972 0.038 0.038 0.025 0.024 0.024 1.0 0.0 0.0 0.516 0.028 0.028 0.089 7 1.03 0.035 0.036 0 0 1 0 0 8.874 17.743 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-70520 34.47213 -5.2609186 7.52 7.517 0.378 0.472 29.358 6.463 8.894 0.16 0.11 0.804 0.04 0.11 -2.32 0.17 0.2 -19.299 0.09 0.1 -1.05 0.42 0.18 -1.15 0.51 0.85 0.09 0.09 0.6 9.03 12.681 27.054 0.059 0.059 -0.296 0.543 0.543 1.0 0.0 0.0 0.437 0.063 0.063 0.141 7 1.394 0.073 0.077 0 0 1 0 0 2.828 7.702 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-72310 34.422253 -5.2592807 7.21 7.205 0.11 0.099 275.954 13.472 9.131 0.13 0.13 1.641 0.12 0.13 -1.86 0.11 0.12 -20.762 0.1 0.09 -2.39 0.31 0.53 -0.43 0.24 0.2 0.94 0.14 0.14 8.655 40.754 25.657 0.018 0.018 -0.067 0.028 0.028 1.0 0.0 0.0 0.708 0.02 0.02 0.02 7 1.292 0.021 0.021 0 0 1 0 0 10.376 16.878 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-84176 34.298401 -5.2426572 8.65 8.647 0.325 0.284 70.959 5.61 8.703 0.34 0.56 1.043 0.2 0.17 -2.0 0.21 0.18 -20.038 0.09 0.07 -1.02 0.97 0.44 -0.41 0.73 0.22 0.07 0.07 0.2 11.027 23.504 27.158 0.037 0.037 -0.699 0.038 0.038 1.0 0.0 0.0 0.704 0.086 0.086 0.13 7 1.078 0.036 0.038 0 0 1 0 0 1.326 9.539 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-84698 34.384274 -5.2413874 9.18 9.178 0.212 0.269 74.503 8.338 9.216 0.16 0.09 1.136 0.02 0.02 -2.78 0.09 0.1 -21.305 0.07 0.06 -0.56 0.23 0.13 -0.97 0.66 0.64 0.01 0.01 0.1 13.195 19.074 26.452 0.027 0.027 -0.509 0.18 0.18 1.0 0.0 0.0 0.731 0.044 0.044 0.068 7 0.843 0.021 0.021 0 0 1 0 0 5.913 16.23 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-92176 34.407547 -5.2356758 7.92 7.92 0.35 0.298 26.687 3.983 8.806 0.05 0.06 0.986 0.03 0.02 -2.45 0.07 0.07 -19.605 0.06 0.07 -1.46 0.31 0.17 -1.68 0.21 0.25 0.01 0.01 0.07 9.837 21.711 26.695 0.051 0.051 -0.231 0.039 0.039 1.0 0.0 0.0 0.708 0.065 0.065 0.104 7 1.535 0.07 0.073 0 0 1 0 0 4.563 9.085 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-96524 34.264969 -5.2341166 7.55 7.547 0.414 0.339 126.062 7.919 8.908 0.18 0.27 1.418 0.1 0.1 -1.79 0.1 0.1 -20.885 0.08 0.07 -1.86 0.28 0.62 -0.83 0.45 0.22 0.51 0.2 0.3 13.553 40.328 26.406 0.039 0.039 -0.099 0.055 0.055 1.0 0.0 0.0 0.433 0.025 0.025 0.151 7 0.908 0.032 0.033 0 0 1 0 0 9.319 10.731 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-97368 34.459652 -5.2315211 8.05 8.05 0.363 0.364 27.438 4.038 7.56 0.11 0.42 0.56 0.06 0.04 -2.86 0.1 0.12 -18.854 0.15 0.09 -2.29 0.59 1.16 -0.8 0.62 0.44 0.01 0.01 0.07 8.136 10.118 27.573 0.048 0.048 -0.525 0.048 0.048 1.0 0.0 0.0 0.396 0.091 0.091 0.131 6 1.35 0.058 0.061 0 0 1 0 0 7.431 16.331 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-110960 34.3675 -5.2190299 8.81 8.814 0.084 0.075 290.4 6.974 9.417 0.56 0.6 1.207 0.02 0.11 -2.25 0.11 0.14 -20.966 0.06 0.04 -0.67 0.48 0.24 -0.43 0.15 0.12 0.31 0.23 0.22 18.978 50.709 26.259 0.018 0.018 -0.489 0.018 0.018 1.0 0.0 0.0 0.345 0.028 0.028 0.116 7 1.041 0.017 0.017 0 0 1 0 0 20.689 21.706 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-118212 34.367577 -5.2153816 8.7 8.702 0.362 0.296 22.909 4.174 8.489 0.07 0.18 1.179 0.04 0.03 -2.57 0.08 0.14 -19.158 0.1 0.09 -1.88 0.26 0.58 -1.51 0.35 0.31 0.02 0.02 0.12 8.942 16.744 26.361 0.064 0.064 0.153 0.04 0.04 1.0 0.0 0.0 0.244 0.021 0.021 0.102 7 2.337 0.134 0.142 0 0 1 0 0 3.96 6.004 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-121593 34.323589 -5.21416 8.45 8.447 0.294 0.278 190.086 5.621 8.978 0.78 0.29 0.858 0.04 0.12 -2.22 0.08 0.1 -20.064 0.09 0.09 -0.68 0.74 0.25 -0.35 0.26 0.22 0.15 0.13 0.18 10.78 39.009 26.861 0.049 0.049 -0.353 0.085 0.085 1.0 0.0 0.0 0.674 0.067 0.067 0.129 7 1.043 0.046 0.048 0 0 1 0 0 10.305 30.033 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-123434 34.491253 -5.2122388 7.22 7.221 0.133 0.163 119.531 5.677 8.049 0.21 0.19 0.659 0.03 0.07 -2.3 0.12 0.12 -19.992 0.08 0.08 -2.66 0.39 0.98 -0.5 0.15 0.14 0.39 0.21 0.18 9.692 34.926 27.299 0.052 0.052 -0.622 0.057 0.057 1.0 0.0 0.0 0.574 0.107 0.107 0.358 7 0.869 0.041 0.043 0 0 1 0 0 4.217 19.709 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-132885 34.233913 -5.2100353 7.62 7.625 0.372 0.27 280.66 6.634 9.962 0.12 0.11 1.332 0.06 0.1 -2.08 0.06 0.11 -21.565 0.05 0.04 -0.53 0.3 0.17 -1.96 0.03 0.09 0.4 0.36 0.38 21.459 85.225 26.075 0.029 0.029 -0.283 0.043 0.043 1.0 0.0 0.0 0.65 0.038 0.038 0.173 7 0.798 0.021 0.021 0 0 1 0 0 8.2 22.804 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-133009 34.233852 -5.2100344 7.3 7.304 0.256 0.485 188.532 5.252 8.909 0.09 0.09 1.459 0.07 0.07 -1.35 0.06 0.07 -21.252 0.06 0.06 -1.92 0.28 0.26 -0.78 0.13 0.12 0.87 0.11 0.13 18.44 79.081 26.959 0.029 0.029 -0.939 0.039 0.039 1.0 0.0 0.0 0.643 0.189 0.189 0.162 7 0.524 0.014 0.014 0 0 1 1 0 21.98 25.915 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-137776 34.317993 -5.206953 7.28 7.276 0.079 0.07 165.267 4.341 8.729 0.11 0.1 1.129 0.12 0.1 -1.82 0.12 0.1 -19.572 0.07 0.07 -2.7 0.4 1.02 -0.48 0.16 0.21 0.96 0.12 0.11 12.351 49.664 26.795 0.033 0.033 -0.533 0.033 0.033 1.0 0.0 0.0 0.681 0.061 0.061 0.147 7 1.2 0.036 0.037 0 0 1 0 0 17.024 25.873 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-143983 34.495827 -5.2023988 7.42 7.425 0.124 0.085 46.747 5.096 7.875 0.08 0.15 0.885 0.03 0.02 -2.82 0.06 0.08 -19.453 0.08 0.06 -2.46 0.51 1.06 -0.62 0.64 0.29 0.01 0.01 0.07 8.286 19.169 26.971 0.034 0.034 -0.499 0.306 0.306 1.0 0.0 0.0 0.584 0.061 0.061 0.132 7 1.496 0.046 0.048 0 0 1 0 0 6.084 19.371 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-146539 34.367455 -5.2022929 8.96 8.956 0.258 0.263 38.697 6.34 8.607 0.31 0.44 1.247 0.03 0.03 -2.74 0.17 0.15 -20.344 0.09 0.09 -1.4 0.96 0.75 -0.65 0.63 0.48 0.12 0.12 0.24 9.619 17.305 26.263 0.064 0.064 0.17 0.036 0.036 1.0 0.0 0.0 0.207 0.019 0.019 0.124 7 1.468 0.084 0.089 0 0 1 0 0 3.172 6.768 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-1876 150.17801 2.2393584 7.54 7.541 0.04 0.038 79.897 3.21 7.731 0.18 0.52 0.761 0.03 0.03 -2.62 0.04 0.06 -19.103 0.09 0.06 -1.6 1.18 0.87 -0.69 0.18 0.15 0.01 0.01 0.04 11.018 32.844 27.031 0.026 0.026 -1.064 0.052 0.052 1.0 0.0 0.0 0.724 0.272 0.272 0.123 7 1.482 0.035 0.036 0 0 1 1 0 27.289 54.067 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-4537 150.15474 2.2460606 8.08 8.082 0.215 0.268 136.482 9.058 8.193 0.19 0.45 1.083 0.04 0.03 -2.71 0.1 0.16 -21.262 0.09 0.08 -1.99 0.85 0.98 -0.78 0.76 0.58 0.02 0.02 0.12 9.427 31.302 26.611 0.056 0.056 -0.066 0.049 0.049 1.0 0.0 0.0 0.2 0.024 0.024 0.175 7 0.8 0.04 0.043 0 0 1 0 0 0.729 8.089 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-5617 150.18694 2.2494292 7.28 7.276 0.119 0.098 99.297 5.018 8.053 0.29 0.28 0.863 0.03 0.03 -2.46 0.12 0.13 -19.528 0.08 0.08 -2.39 0.64 1.08 -0.46 0.25 0.23 0.13 0.13 0.24 9.764 33.878 26.857 0.055 0.055 -0.294 0.291 0.291 1.0 0.0 0.0 0.999 0.098 0.098 0.211 7 1.358 0.067 0.071 0 0 1 0 0 0.592 22.124 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-8110 150.1423 2.2542021 8.78 8.775 0.354 0.261 36.703 3.595 8.792 0.08 0.12 0.942 0.03 0.03 -2.31 0.14 0.08 -19.515 0.08 0.08 -1.47 0.3 0.21 -1.01 0.47 0.67 0.04 0.03 0.11 10.597 26.464 26.844 0.043 0.043 -0.303 0.025 0.025 0.381 0.128 0.128 0.527 0.035 0.035 0.08 7 1.52 0.06 0.062 0 0 1 0 0 2.996 12.54 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-10530 150.14932 2.2591827 9.02 9.024 0.309 0.257 41.206 4.264 9.172 0.09 0.07 0.852 0.04 0.03 -2.59 0.11 0.13 -19.921 0.09 0.08 -0.55 0.23 0.14 -0.86 0.66 0.66 0.02 0.02 0.24 8.855 20.995 27.245 0.059 0.059 -0.488 0.053 0.053 1.0 0.0 0.0 0.522 0.093 0.093 0.106 7 1.126 0.059 0.063 0 0 1 0 0 2.109 7.497 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-12668 150.11729 2.2635334 8.2 8.198 0.231 0.252 91.249 4.139 8.673 0.08 0.14 0.933 0.02 0.02 -2.28 0.07 0.04 -19.962 0.07 0.07 -1.43 0.3 0.35 -1.29 0.39 0.29 0.01 0.01 0.06 12.11 43.681 26.872 0.045 0.045 -0.349 0.037 0.037 1.0 0.0 0.0 0.234 0.05 0.05 0.134 7 1.211 0.05 0.052 0 0 1 0 0 2.94 10.246 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-21719 150.17093 2.2768395 8.77 8.771 0.223 0.367 129.093 6.673 8.858 0.1 0.18 1.518 0.07 0.09 -2.11 0.06 0.09 -21.28 0.08 0.05 -1.84 0.27 0.47 -0.69 0.18 0.11 0.1 0.1 0.2 14.775 56.032 25.773 0.039 0.039 0.083 0.025 0.025 1.0 0.0 0.0 0.537 0.027 0.027 0.123 7 1.169 0.042 0.043 0 0 1 0 0 6.434 13.388 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-22886 150.10645 2.2780333 7.26 7.258 0.181 0.181 114.489 4.364 9.539 0.08 0.12 1.129 0.18 0.15 -1.91 0.18 0.13 -19.474 0.12 0.12 -0.56 0.34 0.21 -1.71 0.22 1.62 0.23 0.22 0.42 11.162 58.473 26.642 0.048 0.048 -0.224 0.033 0.033 1.0 0.0 0.0 0.392 0.043 0.043 0.118 7 1.376 0.06 0.062 0 0 1 0 0 14.42 21.825 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-40689 150.20164 2.3149087 8.71 8.713 0.179 0.177 72.644 6.147 9.259 0.07 0.06 1.029 0.02 0.02 -2.71 0.08 0.07 -20.882 0.05 0.05 -0.55 0.21 0.15 -0.93 0.69 0.53 0.01 0.01 0.06 16.848 23.428 26.671 0.026 0.026 -1.016 0.062 0.062 1.0 0.0 0.0 0.947 0.178 0.178 0.221 7 0.911 0.021 0.022 0 0 1 1 0 1.418 14.245 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-50439 150.10057 2.3322499 7.25 7.246 0.14 0.122 47.505 4.673 7.746 0.22 0.41 0.726 0.04 0.03 -2.72 0.1 0.16 -19.49 0.11 0.09 -1.86 0.62 0.88 -0.63 0.63 0.41 0.03 0.03 0.18 9.222 21.356 26.996 0.05 0.05 -0.308 0.487 0.487 1.0 0.0 0.0 0.312 0.053 0.053 0.142 7 1.191 0.054 0.056 0 0 1 0 0 21.439 44.886 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-59070 150.09526 2.3492894 8.87 8.871 0.318 0.179 56.74 4.518 8.588 0.12 0.78 1.208 0.13 0.08 -2.09 0.27 0.06 -19.669 0.07 0.07 -1.69 0.37 1.04 -0.37 0.35 0.2 0.03 0.03 0.13 10.06 29.569 26.5 0.062 0.062 -0.171 0.045 0.045 1.0 0.0 0.0 0.717 0.075 0.075 0.156 7 1.692 0.094 0.099 0 0 1 0 0 0.595 8.013 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-76099 150.11259 2.3792171 7.45 7.445 0.214 0.295 81.57 5.437 8.771 0.11 0.08 0.861 0.04 0.12 -2.2 0.1 0.11 -19.757 0.07 0.07 -1.58 0.43 0.26 -0.46 0.51 0.15 0.05 0.04 0.61 12.339 25.913 26.933 0.053 0.053 -0.351 0.044 0.044 1.0 0.0 0.0 0.487 0.067 0.067 0.398 7 1.205 0.058 0.06 0 0 1 0 0 3.809 8.725 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-92684 150.09816 2.412853 8.0 7.995 0.118 0.144 169.34 4.281 8.282 0.04 0.08 1.302 0.01 0.01 -2.8 0.04 0.05 -21.344 0.02 0.03 -2.71 0.44 0.87 -0.56 0.12 0.17 0.02 0.02 0.05 31.624 61.488 25.904 0.012 0.012 -1.117 0.029 0.029 1.0 0.0 0.0 0.948 0.138 0.138 0.207 6 1.006 0.011 0.011 0 0 1 1 0 1.46 28.296 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-95321 150.17979 2.4195976 8.34 8.338 0.257 0.242 102.81 5.25 8.513 0.34 0.45 1.063 0.02 0.03 -2.57 0.1 0.12 -20.293 0.06 0.07 -1.45 1.28 0.76 -0.58 0.56 0.39 0.07 0.07 0.19 12.081 36.456 26.596 0.017 0.017 -0.762 0.018 0.018 1.0 0.0 0.0 0.628 0.051 0.051 0.048 7 1.21 0.019 0.019 0 0 1 0 0 2.97 9.549 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-101351 150.11674 2.4329758 8.3 8.296 0.41 0.298 21.659 6.903 7.934 0.12 0.18 0.814 0.03 0.03 -2.98 0.12 0.17 -19.984 0.09 0.09 -2.45 0.54 1.16 -0.87 0.75 0.61 0.03 0.03 0.18 9.626 11.73 27.204 0.033 0.033 -0.925 0.041 0.041 1.0 0.0 0.0 0.866 0.176 0.176 0.14 6 1.083 0.033 0.034 0 0 1 0 0 2.719 4.286 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-102047 150.2037 2.4356833 8.57 8.568 0.38 0.289 32.841 6.215 8.354 0.34 0.41 0.944 0.04 0.03 -2.88 0.11 0.15 -20.264 0.1 0.07 -1.11 1.25 0.55 -1.1 0.54 0.57 0.05 0.05 0.23 11.491 13.247 26.841 0.039 0.039 -0.412 0.155 0.155 1.0 0.0 0.0 0.488 0.052 0.052 0.136 7 1.082 0.038 0.04 0 0 1 0 0 6.879 12.783 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-102710 150.14003 2.4360871 8.59 8.589 0.23 0.188 226.456 7.866 9.128 0.13 0.07 1.228 0.03 0.09 -2.21 0.1 0.09 -21.241 0.06 0.07 -1.44 0.31 0.21 -0.51 0.41 0.14 0.01 0.01 0.08 11.541 54.261 26.244 0.015 0.015 -0.686 0.017 0.017 1.0 0.0 0.0 0.665 0.035 0.035 0.02 7 0.928 0.013 0.013 0 0 1 0 0 4.615 6.858 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-103947 150.10559 2.437932 8.6 8.603 0.298 0.505 49.768 4.772 8.45 0.1 0.5 1.08 0.02 0.02 -2.34 0.13 0.12 -20.406 0.07 0.06 -1.65 0.39 0.93 -0.68 0.42 0.46 0.01 0.01 0.11 12.735 30.923 26.601 0.034 0.034 -0.378 0.18 0.18 1.0 0.0 0.0 0.541 0.045 0.045 0.098 6 1.174 0.037 0.038 0 0 1 0 0 1.628 3.851 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-111899 150.10913 2.4536574 9.31 9.311 0.07 0.05 65.43 12.306 9.044 0.2 0.12 1.394 0.12 0.12 -2.11 0.12 0.11 -21.439 0.07 0.09 -2.0 0.29 0.29 -1.31 0.45 0.47 0.56 0.23 0.26 12.851 26.328 26.115 0.063 0.063 -0.124 0.043 0.043 1.0 0.0 0.0 0.691 0.069 0.069 0.151 7 0.921 0.052 0.055 0 0 1 0 1 17.228 9.814 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-113554 150.19943 2.4583545 7.29 7.294 0.064 0.068 153.818 6.482 8.69 0.13 0.17 1.21 0.11 0.1 -2.06 0.11 0.1 -20.306 0.04 0.06 -2.31 0.32 0.85 -0.41 0.54 0.27 0.73 0.14 0.1 19.527 49.572 26.269 0.026 0.026 -0.347 0.022 0.022 1.0 0.0 0.0 0.666 0.037 0.037 0.243 7 1.174 0.028 0.028 0 0 1 0 0 6.341 21.468 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-119614 150.13 2.4686878 8.87 8.869 0.219 0.251 21.005 4.552 8.418 0.09 0.24 1.098 0.03 0.03 -2.45 0.11 0.11 -19.505 0.07 0.07 -1.83 0.27 0.6 -1.09 0.45 0.33 0.03 0.02 0.13 11.989 26.678 26.59 0.05 0.05 -0.245 0.034 0.034 1.0 0.0 0.0 0.263 0.035 0.035 0.137 7 1.811 0.082 0.086 0 0 1 0 0 4.474 8.715 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-122002 150.13895 2.4743896 7.33 7.329 0.222 2.533 57.956 6.127 8.383 0.27 0.22 0.843 0.18 0.2 -2.03 0.17 0.21 -19.033 0.11 0.11 -2.29 0.36 0.89 -0.54 0.59 0.43 0.77 0.26 0.27 8.771 23.092 26.941 0.045 0.045 -0.215 0.032 0.032 1.0 0.0 0.0 0.472 0.043 0.043 0.118 7 1.326 0.054 0.056 0 0 1 0 0 17.142 23.677 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-122961 150.16527 2.4770103 7.22 7.219 0.101 0.094 169.936 8.137 8.928 0.17 0.46 1.068 0.18 0.31 -1.89 0.18 0.34 -20.08 0.12 0.09 -1.59 0.48 0.29 -0.46 0.25 0.18 0.67 0.56 0.37 10.794 38.284 26.813 0.051 0.051 -0.213 0.036 0.036 1.0 0.0 0.0 0.476 0.05 0.05 0.137 7 0.973 0.045 0.047 0 0 1 0 0 2.938 27.828 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-124364 150.13078 2.4806907 7.71 7.71 0.561 0.288 251.362 15.437 9.139 0.12 0.19 1.689 0.1 0.07 -1.94 0.11 0.07 -21.628 0.06 0.07 -1.98 0.28 0.52 -0.42 0.4 0.32 0.43 0.22 0.23 14.983 50.304 25.579 0.043 0.043 0.115 0.027 0.027 1.0 0.0 0.0 0.603 0.035 0.035 0.238 7 1.02 0.039 0.041 0 0 1 0 0 5.958 6.649 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-788 53.157093 -27.837086 8.01 8.008 0.245 0.238 88.463 3.023 9.46 0.03 0.08 0.82 0.02 0.01 -2.37 0.05 0.1 -20.12 0.05 0.04 -0.53 0.34 0.17 -0.83 0.18 0.29 0.09 0.09 0.24 16.379 145.398 26.899 0.045 0.045 0.086 0.028 0.028 1.215 0.1 0.1 0.378 0.016 0.016 0.999 8 1.0 1.0 1.0 1 0 1 0 0 3.798 17.044 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-1337 53.158615 -27.834078 8.94 8.939 0.092 0.097 41.983 2.135 8.227 0.16 0.18 0.347 0.07 0.08 -2.51 0.06 0.08 -20.477 0.04 0.04 -1.46 0.29 0.53 -0.5 0.6 0.35 0.07 0.07 0.16 17.614 103.801 27.914 0.018 0.018 -1.151 0.106 0.106 1.0 0.0 0.0 0.2 1.356 1.356 0.613 8 0.627 0.01 0.011 0 0 1 1 0 3.597 20.412 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-2304 53.182175 -27.829906 8.89 8.893 0.178 0.167 8.19 1.053 8.203 0.68 0.17 0.213 0.03 0.03 -2.76 0.11 0.14 -18.358 0.09 0.07 -0.71 1.13 0.24 -0.89 0.63 0.65 0.06 0.06 0.2 10.437 41.812 28.761 0.025 0.025 -0.982 0.039 0.039 1.0 0.0 0.0 0.423 0.174 0.174 0.506 8 1.129 0.026 0.026 0 0 1 1 0 5.495 9.971 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-3078 53.183949 -27.827396 7.37 7.365 0.186 0.195 11.948 1.741 7.65 0.19 0.16 0.01 0.04 0.03 -2.38 0.14 0.13 -18.76 0.09 0.08 -1.62 0.8 0.32 -0.77 0.72 0.52 0.42 0.4 0.28 8.032 42.624 28.989 0.039 0.039 -0.53 0.043 0.043 1.0 0.0 0.0 0.361 0.076 0.076 0.563 8 0.724 0.026 0.027 0 0 1 0 0 3.089 10.193 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-4153 53.177311 -27.824068 8.92 8.919 0.384 0.309 7.941 0.938 8.505 0.09 0.07 0.095 0.04 0.04 -2.56 0.09 0.15 -17.888 0.11 0.1 -0.54 0.22 0.14 -1.11 0.56 0.66 0.02 0.02 0.2 8.216 45.686 28.967 0.041 0.041 -0.418 0.036 0.036 1.0 0.0 0.0 0.243 0.048 0.048 0.571 8 1.216 0.045 0.046 0 0 1 0 0 2.853 13.898 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-4667 53.145905 -27.822794 9.0 9.001 0.201 0.151 31.085 1.218 8.174 0.18 0.18 0.494 0.14 0.13 -1.8 0.14 0.14 -19.334 0.09 0.08 -2.17 0.38 1.14 -0.79 0.88 0.61 1.06 0.2 0.18 11.624 115.372 28.962 0.054 0.054 -0.974 0.069 0.069 1.0 0.0 0.0 0.44 0.331 0.331 0.747 8 0.623 0.03 0.032 0 0 1 1 0 7.075 16.798 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-4854 53.145844 -27.822742 8.22 8.923 0.115 0.102 131.313 2.713 8.992 0.22 0.17 1.252 0.08 0.06 -1.92 0.09 0.06 -20.144 0.03 0.04 -1.47 0.64 0.69 -0.39 0.35 0.26 0.78 0.15 0.12 22.443 214.584 26.719 0.022 0.022 -0.006 0.058 0.058 1.0 0.0 0.0 0.358 0.012 0.012 0.968 8 1.154 0.024 0.024 0 0 1 0 0 13.124 26.825 JWST_NIRCAM_MULTIPLE_F115W-d
