id ra dec z_gsf z err_l_z err_u_z flux_f444w fluxerr_f444w logMstel err_l_logMstel err_u_logMstel logSFRUV err_l_logSFRUV err_u_logSFRUV beta err_l_beta err_u_beta Muv err_l_Muv err_u_Muv logT err_l_logT err_u_logT logZ err_l_logZ err_u_logZ Av err_l_Av err_u_Av sn_uv sn_det mgf err_l_mgf err_u_mgf logre_kpc err_l_logre_kpc err_u_logre_kpc n err_l_n err_u_n q err_l_q err_u_q chi2 no-data-sed scale_flux err_scale_flux_l err_scale_flux_u flag_gf flag_zspec flag_keydrop flag_unresolved flag_bd chi2nu_eazy chi2nu_spex keydrop
primernircam-39300 34.520939 -5.2926512 10.3 10.299 0.782 0.797 75.553 7.828 9.706 0.08 0.09 1.026 0.05 0.15 -2.22 0.12 0.15 -20.3 0.1 0.09 -0.53 0.16 0.11 -0.94 0.62 0.61 0.03 0.03 0.15 8.129 17.173 27.067 0.024 0.024 -0.729 0.029 0.029 1.0 0.0 0.0 0.496 0.058 0.058 0.025 6 1.137 0.024 0.025 0 0 1 0 0 1.103 10.123 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-63112 34.434963 -5.2711263 9.7 9.702 0.316 0.79 54.665 7.624 9.256 0.13 0.2 1.396 0.15 0.15 -1.85 0.15 0.15 -19.974 0.1 0.1 -2.21 0.77 1.04 -1.08 0.63 0.66 1.08 0.2 0.14 8.959 19.579 26.741 0.014 0.014 -0.564 0.016 0.016 1.0 0.0 0.0 0.333 0.032 0.032 0.096 6 1.401 0.018 0.018 0 0 1 0 0 3.723 12.658 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-86045 34.324715 -5.2407479 10.57 10.571 1.368 0.673 26.199 5.078 9.295 0.63 0.5 1.445 0.04 0.03 -2.6 0.15 0.18 -18.437 0.11 0.09 -0.79 1.58 0.3 -1.05 0.59 0.54 0.19 0.19 0.33 10.293 16.939 25.906 0.055 0.055 0.143 0.033 0.033 1.0 0.0 0.0 0.584 0.041 0.041 0.293 6 4.416 0.218 0.229 0 0 1 0 0 3.871 6.404 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-111456 34.465179 -5.2177382 10.27 10.271 0.747 0.486 35.427 7.152 8.545 0.19 0.28 1.205 0.03 0.03 -2.64 0.18 0.15 -20.663 0.09 0.1 -2.0 0.54 1.01 -0.98 0.7 0.75 0.34 0.26 0.16 10.123 15.532 26.496 0.027 0.027 -0.31 0.16 0.16 1.0 0.0 0.0 0.503 0.029 0.029 0.087 6 1.188 0.029 0.03 0 0 1 0 0 3.707 10.248 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-121885 34.322758 -5.2139339 10.87 10.866 0.26 0.325 113.151 4.381 10.38 0.03 0.04 1.64 0.08 0.09 -1.85 0.07 0.08 -19.584 0.07 0.07 -0.51 0.14 0.09 -0.09 0.06 0.06 0.01 0.01 0.06 10.817 37.375 26.326 0.052 0.052 -0.008 0.032 0.032 1.0 0.0 0.0 0.43 0.031 0.031 0.143 6 2.241 0.105 0.11 0 0 1 0 0 5.062 13.091 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-129096 34.293144 -5.2113194 10.99 10.992 0.264 0.32 226.912 12.313 8.966 0.48 0.33 1.286 0.15 0.13 -2.04 0.14 0.12 -22.914 0.11 0.09 -1.11 0.64 0.49 -1.13 0.52 0.58 0.12 0.1 0.12 12.666 40.623 26.836 0.149 0.149 -0.21 0.043 0.043 1.0 0.0 0.0 0.433 0.047 0.047 0.211 6 0.386 0.05 0.057 0 0 1 0 0 3.435 10.934 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-88369 150.09601 2.4049284 12.19 12.192 0.45 0.426 33.832 4.678 8.32 0.31 0.81 1.1 0.03 0.03 -2.81 0.19 0.16 -20.8 0.09 0.09 -1.52 0.9 0.93 -0.97 0.68 0.52 0.06 0.05 0.22 10.452 17.576 27.53 0.253 0.253 -0.475 0.132 0.132 1.0 0.826 0.826 0.78 0.307 0.307 0.49 5 1.0 1.0 1.0 1 0 1 0 0 3.322 8.838 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-120940 150.1929 2.4724908 11.05 11.046 0.534 0.421 39.11 6.419 8.14 0.19 0.48 1.09 0.04 0.04 -2.6 0.09 0.17 -20.279 0.11 0.12 -2.06 0.82 0.77 -0.96 0.77 0.71 0.03 0.03 0.11 10.043 18.928 26.867 0.05 0.05 -0.167 0.361 0.361 1.0 0.0 0.0 0.277 0.028 0.028 0.174 5 1.26 0.056 0.059 0 0 1 0 0 8.023 12.326 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-124789 150.14424 2.4815228 11.34 11.34 0.199 0.211 172.093 8.253 8.882 0.15 0.39 1.672 0.08 0.08 -1.87 0.07 0.07 -21.7 0.07 0.06 -1.79 0.26 0.88 -0.71 0.63 0.4 0.23 0.1 0.09 17.756 50.485 26.251 0.025 0.025 -0.428 0.024 0.024 1.0 0.0 0.0 0.778 0.042 0.042 0.125 6 0.896 0.021 0.021 0 0 1 0 0 8.274 14.705 JWST_NIRCAM_MULTIPLE_F150W-d
ngdeepnircam-31868 53.245544 -27.814308 10.45 10.391 0.561 0.344 13.774 1.275 8.22 0.42 0.35 0.67 0.03 0.02 -2.66 0.11 0.11 -19.51 0.07 0.07 -1.16 0.54 0.26 -0.79 0.81 0.53 0.06 0.06 0.26 12.013 57.023 28.022 0.022 0.022 -0.444 0.03 0.03 1.0 0.0 0.0 0.524 0.032 0.032 0.271 5 1.097 0.022 0.022 0 0 1 0 0 1.695 23.254 JWST_NIRCAM_MULTIPLE_F150W-d
jadesgds-1006 53.166012 -27.836111 10.48 10.482 0.942 0.64 19.137 1.383 9.031 0.22 0.15 0.481 0.04 0.03 -2.32 0.09 0.1 -18.893 0.11 0.08 -0.55 0.14 0.11 -0.86 0.62 0.58 0.02 0.02 0.09 13.446 71.766 28.385 0.028 0.028 -1.086 0.047 0.047 1.0 0.0 0.0 0.688 0.245 0.245 0.482 7 1.177 0.03 0.03 0 0 1 1 0 5.761 16.328 JWST_NIRCAM_MULTIPLE_F150W-d
jadesgds-1324 53.165936 -27.834238 10.86 10.855 0.313 0.283 17.044 1.595 8.746 0.18 0.08 0.756 0.02 0.02 -2.56 0.08 0.1 -19.581 0.05 0.05 -1.05 0.26 0.18 -0.87 0.71 0.58 0.02 0.02 0.16 20.681 80.792 27.749 0.022 0.022 -0.516 0.064 0.064 1.0 0.0 0.0 0.397 0.038 0.038 0.774 7 1.19 0.024 0.024 0 0 1 0 0 1.603 28.613 JWST_NIRCAM_MULTIPLE_F150W-d
jadesgds-4338 53.145283 -27.823597 10.81 10.811 0.534 0.543 8.57 1.457 7.921 0.16 0.29 0.481 0.05 0.15 -2.21 0.21 0.14 -18.498 0.11 0.1 -1.83 0.34 0.91 -0.84 0.65 0.56 0.03 0.03 0.21 9.304 44.478 28.504 0.04 0.04 -0.437 0.037 0.037 1.0 0.0 0.0 0.2 0.062 0.062 0.781 7 1.383 0.05 0.052 0 0 1 0 0 0.217 7.658 JWST_NIRCAM_MULTIPLE_F150W-d
jadesgds-5148 53.166344 -27.821558 12.63 12.63 0.0 0.0 8.458 0.917 8.557 0.17 0.42 0.477 0.12 0.12 -2.11 0.12 0.12 -18.743 0.06 0.08 -1.24 0.39 0.65 -0.8 0.82 0.59 0.1 0.1 0.33 11.351 65.538 28.89 0.037 0.037 -0.734 0.042 0.042 1.0 0.0 0.0 0.647 0.079 0.079 0.555 6 1.113 0.037 0.039 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F150W-d
jadesgds-9606 53.173447 -27.81217 10.36 10.356 0.764 0.578 7.374 0.805 8.485 0.77 0.29 0.195 0.07 0.24 -2.2 0.17 0.25 -17.791 0.14 0.1 -0.67 0.85 0.19 -0.8 0.83 0.53 0.08 0.08 0.34 8.701 51.937 29.109 0.04 0.04 -0.511 0.043 0.043 1.0 0.0 0.0 0.2 0.082 0.082 0.482 7 1.366 0.049 0.051 0 0 1 0 0 2.725 12.064 JWST_NIRCAM_MULTIPLE_F150W-d
jadesgds-32040 53.164761 -27.774624 11.67 12.016 0.377 0.441 16.259 1.722 8.423 0.21 0.33 0.723 0.14 0.13 -2.05 0.14 0.13 -19.492 0.1 0.07 -2.03 0.56 1.22 -0.61 0.85 0.45 0.84 0.22 0.16 14.655 70.859 28.347 0.03 0.03 -0.828 0.209 0.209 1.0 0.0 0.0 0.578 0.085 0.085 0.484 7 0.962 0.026 0.027 0 1 0 0 0 6.52 5.484 JWST_NIRCAM_MULTIPLE_F150W-d
jadesgds-33832 53.18993 -27.771496 11.82 11.821 0.489 0.698 3.38 0.975 7.569 0.24 0.6 0.329 0.04 0.04 -2.84 0.19 0.15 -18.122 0.11 0.11 -1.79 1.04 1.1 -0.91 0.7 0.61 0.02 0.02 0.17 8.408 29.493 28.901 0.06 0.06 -0.316 0.043 0.043 1.0 0.0 0.0 0.219 0.048 0.048 0.714 7 1.443 0.078 0.083 0 0 1 0 0 1.535 7.044 JWST_NIRCAM_MULTIPLE_F150W-d
jadesgds-45484 53.190506 -27.749823 12.27 12.27 0.401 0.382 7.538 1.117 7.628 0.24 0.6 0.508 0.03 0.03 -2.89 0.13 0.16 -19.044 0.08 0.09 -1.63 0.85 0.94 -1.02 0.68 0.55 0.02 0.02 0.11 11.131 46.203 28.46 0.028 0.028 -1.064 0.05 0.05 1.0 0.0 0.0 0.2 0.423 0.423 0.516 7 1.144 0.029 0.03 0 0 1 1 0 5.511 16.982 JWST_NIRCAM_MULTIPLE_F150W-d
jadesgds-46071 53.156372 -27.748444 10.11 10.107 0.55 0.528 6.256 1.018 8.114 0.15 0.13 0.124 0.04 0.03 -2.51 0.15 0.13 -18.704 0.11 0.09 -1.06 0.31 0.19 -1.03 0.68 0.73 0.06 0.06 0.32 9.305 38.788 29.273 0.089 0.089 -1.187 0.221 0.221 1.0 0.0 0.0 0.2 4.088 4.088 0.646 7 0.86 0.068 0.073 0 0 1 1 0 3.27 17.608 JWST_NIRCAM_MULTIPLE_F150W-d
ceersnircam2-22626 214.9066 52.945515 11.8 11.802 0.529 0.499 52.259 4.144 9.697 0.15 0.13 1.037 0.16 0.15 -1.97 0.16 0.16 -20.558 0.1 0.09 -0.53 0.1 0.07 -0.73 0.72 0.52 0.14 0.14 0.52 9.219 51.404 27.761 0.228 0.228 -0.391 0.16 0.16 1.0 0.0 0.0 0.443 0.249 0.249 0.229 6 0.788 0.149 0.184 0 0 1 0 0 1.229 5.322 JWST_NIRCAM_MULTIPLE_F150W-d
ceersnircam4-1384 214.80342 52.77536 11.76 11.762 0.639 0.574 23.87 4.869 8.159 0.38 0.85 0.849 0.04 0.04 -2.54 0.17 0.24 -19.662 0.12 0.12 -1.59 1.19 1.0 -0.84 0.79 0.6 0.02 0.02 0.26 9.036 24.157 27.596 0.035 0.035 -0.42 0.028 0.028 1.0 0.0 0.0 0.368 0.041 0.041 0.27 6 1.257 0.04 0.042 0 0 1 0 0 0.137 4.94 JWST_NIRCAM_MULTIPLE_F150W-d
ceersnircam4-15984 214.73253 52.758087 10.01 9.9 0.369 0.412 16.117 2.731 8.078 0.08 0.21 0.748 0.03 0.03 -2.47 0.15 0.15 -19.646 0.08 0.08 -1.91 0.29 0.5 -1.25 0.47 0.42 0.03 0.03 0.16 9.912 33.598 27.753 0.029 0.029 -0.769 0.039 0.039 1.0 0.0 0.0 0.628 0.09 0.09 0.19 6 1.142 0.03 0.03 0 1 0 0 0 1.073 22.219 JWST_NIRCAM_MULTIPLE_F150W-d
ceersnircam5-19423 214.97729 52.926521 10.28 10.28 0.554 0.575 65.723 5.955 8.285 0.27 0.78 0.995 0.13 0.11 -2.11 0.11 0.1 -20.282 0.12 0.09 -1.43 0.55 0.77 -0.75 0.7 0.46 0.03 0.03 0.11 12.772 57.831 27.305 0.017 0.017 -0.963 0.024 0.024 1.0 0.0 0.0 0.767 0.101 0.101 0.174 6 0.989 0.016 0.016 0 0 1 1 0 4.538 20.445 JWST_NIRCAM_MULTIPLE_F150W-d
ceersnircam7-32002 215.15154 52.975494 11.4 11.402 0.385 0.467 29.157 7.204 8.037 0.51 0.84 0.617 0.04 0.03 -2.51 0.17 0.15 -21.022 0.1 0.1 -1.33 1.06 0.76 -0.59 0.92 0.49 0.15 0.14 0.29 10.382 32.539 28.234 0.098 0.098 -0.746 0.079 0.079 1.0 0.0 0.0 0.2 0.331 0.331 0.368 6 0.51 0.044 0.048 0 0 1 0 0 5.053 13.387 JWST_NIRCAM_MULTIPLE_F150W-d
ceersnircam9-21898 214.93204 52.841896 10.56 10.565 0.644 0.459 28.177 5.332 8.163 0.25 0.56 0.933 0.04 0.03 -2.75 0.16 0.16 -20.464 0.11 0.09 -1.61 0.81 0.91 -0.79 0.78 0.59 0.08 0.08 0.27 9.701 25.037 27.366 0.043 0.043 -0.267 0.031 0.031 1.0 0.0 0.0 0.329 0.035 0.035 0.352 6 0.961 0.038 0.039 0 0 1 0 0 3.035 13.958 JWST_NIRCAM_MULTIPLE_F150W-d
ceersnircam9-27488 214.88596 52.819065 10.19 10.188 0.531 0.606 20.076 2.188 8.587 0.48 0.28 0.747 0.04 0.03 -2.7 0.12 0.15 -19.737 0.12 0.1 -0.87 0.49 0.3 -1.16 0.56 0.79 0.05 0.05 0.22 9.848 33.853 27.715 0.046 0.046 -0.671 0.049 0.049 1.0 0.0 0.0 0.2 0.162 0.162 0.261 6 1.089 0.045 0.047 0 0 1 0 0 4.333 20.176 JWST_NIRCAM_MULTIPLE_F150W-d
ceersnircam10-5233 214.81184 52.737122 9.77 10.872 0.469 0.334 54.767 4.121 9.376 0.06 0.09 1.226 0.07 0.12 -1.93 0.06 0.12 -19.799 0.08 0.06 -1.0 0.22 0.17 -1.63 0.24 0.25 0.11 0.1 0.2 15.414 62.012 26.916 0.023 0.023 -0.261 0.03 0.03 1.0 0.0 0.0 0.435 0.022 0.022 0.256 6 1.368 0.029 0.029 0 1 0 0 0 1.855 19.598 JWST_NIRCAM_MULTIPLE_F150W-d
ceersnircam10-8265 214.81711 52.74836 10.85 10.848 0.509 0.326 79.019 4.058 8.488 0.34 0.82 1.258 0.16 0.14 -1.8 0.15 0.15 -20.119 0.13 0.07 -1.36 1.05 0.78 -1.11 0.58 0.87 0.35 0.14 0.13 15.269 74.661 27.241 0.021 0.021 -0.816 0.025 0.025 1.0 0.0 0.0 0.77 0.068 0.068 0.275 6 1.067 0.02 0.02 0 0 1 0 0 2.482 22.064 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-38203 150.1942 2.3099968 13.8 13.805 1.034 1.072 16.906 8.038 8.064 0.11 0.25 1.064 0.03 0.04 -3.02 0.1 0.17 -20.029 0.1 0.09 -2.21 0.41 0.9 -1.15 0.58 0.62 0.01 0.01 0.12 9.169 16.108 27.372 0.035 0.035 -0.427 0.034 0.034 1.0 0.0 0.0 0.429 0.058 0.058 0.225 4 1.394 0.044 0.045 -1 0 1 0 0 2.075 12.04 JWST_NIRCAM_MULTIPLE_F200W-d
jadesgds-30934 53.149883 -27.776503 13.2 13.2 0.0 0.0 4.707 0.814 7.67 0.38 0.51 0.35 0.04 0.03 -2.62 0.16 0.19 -18.319 0.11 0.09 -1.96 0.78 1.3 -0.91 0.74 0.62 0.18 0.17 0.27 9.835 43.402 29.224 0.022 0.022 -0.877 0.039 0.039 1.0 0.0 0.0 0.27 0.175 0.175 0.423 7 1.32 0.026 0.027 -1 1 0 1 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F200W-d
